,xmin,ymin,xmax,ymax
3854,2400,600,12000,10200
3855,900,5400,10500,15000
3856,8700,2700,18300,12300
3857,3900,3000,13500,12600
3858,3300,7200,12900,16800
3859,9000,2100,18600,11700
3860,1500,2100,11100,11700
3861,5400,3000,15000,12600
3862,1200,2100,10800,11700
3863,3600,2700,13200,12300
3864,6300,4200,15900,13800
3865,9600,600,19200,10200
3866,900,8400,10500,18000
3867,600,6300,10200,15900
3868,5400,5100,15000,14700
3869,8100,3000,17700,12600
3870,3900,5100,13500,14700
3871,9000,9000,18600,18600
3872,7500,4200,17100,13800
3873,4800,5100,14400,14700
3874,2100,7500,11700,17100
3875,6300,5100,15900,14700
3876,3600,3300,13200,12900
3877,9300,6600,18900,16200
3878,5100,4200,14700,13800
3879,1500,3600,11100,13200
3880,6300,1200,15900,10800
3881,9000,2100,18600,11700
3882,4800,2100,14400,11700
3883,9600,7800,19200,17400
3884,8700,8400,18300,18000
3885,300,7800,9900,17400
3886,6300,8700,15900,18300
3887,7500,4200,17100,13800
3888,5700,1200,15300,10800
3889,1200,9300,10800,18900
3890,7200,9000,16800,18600
3891,5400,6000,15000,15600
3892,6000,300,15600,9900
3893,9600,8400,19200,18000
3894,3900,900,13500,10500
3895,8100,6600,17700,16200
3896,5100,6600,14700,16200
3897,5700,6000,15300,15600
3898,2400,2400,12000,12000
3899,5700,3600,15300,13200
3900,3000,2100,12600,11700
3901,4800,9600,14400,19200
3902,3600,4500,13200,14100
3903,2400,5400,12000,15000
3904,6600,8700,16200,18300
3905,3600,8700,13200,18300
3906,300,1200,9900,10800
3907,2700,7200,12300,16800
3908,9600,7200,19200,16800
3909,7800,300,17400,9900
3910,5100,9600,14700,19200
3911,4500,7800,14100,17400
3912,1800,1200,11400,10800
3913,6000,5100,15600,14700
3914,6000,5400,15600,15000
3915,6900,6900,16500,16500
3916,0,3000,9600,12600
3917,4200,9000,13800,18600
3918,7500,7200,17100,16800
3919,6000,4800,15600,14400
3920,9300,6600,18900,16200
3921,0,7500,9600,17100
3922,6900,7200,16500,16800
3923,6000,9600,15600,19200
3924,5400,5400,15000,15000
3925,5700,8100,15300,17700
3926,7800,8700,17400,18300
3927,5700,7800,15300,17400
3928,7800,3000,17400,12600
3929,8700,5100,18300,14700
3930,7200,8100,16800,17700
3931,8100,6300,17700,15900
3932,5700,6300,15300,15900
3933,8100,3600,17700,13200
3934,0,3600,9600,13200
3935,4200,6900,13800,16500
3936,8700,0,18300,9600
3937,1500,3000,11100,12600
3938,3300,6600,12900,16200
3939,0,8400,9600,18000
3940,8700,5400,18300,15000
3941,5400,3000,15000,12600
3942,3900,5400,13500,15000
3943,3600,300,13200,9900
3944,8700,4500,18300,14100
3945,7800,9600,17400,19200
3946,3300,6300,12900,15900
3947,3000,4200,12600,13800
3948,7800,9000,17400,18600
3949,4800,7500,14400,17100
3950,3600,1800,13200,11400
3951,7800,7200,17400,16800
3952,8700,2100,18300,11700
3953,7800,4800,17400,14400
3954,5700,5700,15300,15300
3955,6300,2100,15900,11700
3956,7200,6900,16800,16500
3957,9300,3900,18900,13500
3958,2100,4200,11700,13800
3959,9000,3300,18600,12900
3960,8100,4200,17700,13800
3961,3900,5100,13500,14700
3962,7800,5700,17400,15300
3963,3300,8400,12900,18000
3964,8100,900,17700,10500
3965,3900,7500,13500,17100
3966,5400,0,15000,9600
3967,6000,1500,15600,11100
3968,4200,600,13800,10200
3969,6300,8400,15900,18000
3970,5100,2100,14700,11700
3971,4800,8400,14400,18000
3972,7800,7200,17400,16800
3973,9600,7200,19200,16800
3974,7800,8700,17400,18300
3975,2400,600,12000,10200
3976,2400,9000,12000,18600
3977,6600,3300,16200,12900
3978,2700,6900,12300,16500
3979,600,600,10200,10200
3980,9300,2100,18900,11700
3981,6600,2700,16200,12300
3982,5100,3000,14700,12600
3983,9600,4500,19200,14100
3984,5700,900,15300,10500
3985,2100,8700,11700,18300
3986,6600,9600,16200,19200
3987,2400,6600,12000,16200
3988,6300,7200,15900,16800
3989,7800,5400,17400,15000
3990,8400,4500,18000,14100
3991,5100,2100,14700,11700
3992,2700,3900,12300,13500
3993,4200,3600,13800,13200
3994,5100,4200,14700,13800
3995,7800,9600,17400,19200
3996,2100,5700,11700,15300
3997,7200,2100,16800,11700
3998,5100,2700,14700,12300
3999,6900,9000,16500,18600
4000,5700,5700,15300,15300
4001,7200,7200,16800,16800
4002,3900,3300,13500,12900
4003,7500,1500,17100,11100
4004,300,4500,9900,14100
4005,9000,4200,18600,13800
4006,3000,3600,12600,13200
4007,6000,4500,15600,14100
4008,6900,1500,16500,11100
4009,9300,300,18900,9900
4010,9600,4200,19200,13800
4011,1200,4500,10800,14100
4012,6300,3300,15900,12900
4013,3900,3600,13500,13200
4014,6600,900,16200,10500
4015,3600,5100,13200,14700
4016,1800,5400,11400,15000
4017,3900,6900,13500,16500
4018,6000,5700,15600,15300
4019,9000,4800,18600,14400
4020,3900,4800,13500,14400
4021,2700,2100,12300,11700
4022,4500,6000,14100,15600
4023,7500,9300,17100,18900
4024,3300,2700,12900,12300
4025,9000,3000,18600,12600
4026,4800,6000,14400,15600
4027,6300,5400,15900,15000
4028,9000,1500,18600,11100
4029,7500,8400,17100,18000
4030,9300,1500,18900,11100
4031,3000,9000,12600,18600
4032,8400,4800,18000,14400
4033,4200,6000,13800,15600
4034,3600,5400,13200,15000
4035,5700,2700,15300,12300
4036,8100,6600,17700,16200
4037,9000,600,18600,10200
4038,7200,1200,16800,10800
4039,6900,9000,16500,18600
4040,3300,5100,12900,14700
4041,4200,6600,13800,16200
4042,9000,6900,18600,16500
4043,3300,2700,12900,12300
4044,8400,6000,18000,15600
4045,4800,7500,14400,17100
4046,6600,600,16200,10200
4047,5700,900,15300,10500
4048,2700,1800,12300,11400
4049,3000,8100,12600,17700
4050,5700,7800,15300,17400
4051,2400,8400,12000,18000
4052,7200,6900,16800,16500
4053,0,9000,9600,18600
4054,2100,8100,11700,17700
4055,300,8100,9900,17700
4056,6000,5700,15600,15300
4057,7800,6300,17400,15900
4058,5700,7800,15300,17400
4059,2700,5700,12300,15300
4060,4800,6300,14400,15900
4061,1500,7200,11100,16800
4062,5100,6300,14700,15900
4063,0,2400,9600,12000
4064,4200,5100,13800,14700
4065,6900,7800,16500,17400
4066,8400,600,18000,10200
4067,4800,3000,14400,12600
4068,600,5100,10200,14700
4069,1800,2100,11400,11700
4070,2400,3600,12000,13200
4071,900,4200,10500,13800
4072,6600,7500,16200,17100
4073,5100,9600,14700,19200
4074,3600,1200,13200,10800
4075,9300,5100,18900,14700
4076,8400,2700,18000,12300
4077,5700,2400,15300,12000
4078,3300,4500,12900,14100
4079,6900,5700,16500,15300
4080,2400,5700,12000,15300
4081,5700,2700,15300,12300
4082,3600,9300,13200,18900
4083,900,600,10500,10200
4084,6000,5400,15600,15000
4085,2700,9600,12300,19200
4086,5400,6900,15000,16500
4087,5700,6600,15300,16200
4088,8100,2100,17700,11700
4089,9000,3000,18600,12600
4090,7800,3600,17400,13200
4091,2700,2700,12300,12300
4092,6900,5100,16500,14700
4093,4800,5400,14400,15000
4094,7200,9000,16800,18600
4095,1200,7200,10800,16800
4096,3300,0,12900,9600
4097,6600,2700,16200,12300
4098,1800,8700,11400,18300
4099,3300,9600,12900,19200
4100,3300,5700,12900,15300
4101,9600,2100,19200,11700
4102,1500,1500,11100,11100
4103,9000,5700,18600,15300
4104,2100,9000,11700,18600
4105,9600,5700,19200,15300
4106,600,3000,10200,12600
4107,5400,7500,15000,17100
4108,9000,300,18600,9900
4109,6900,9300,16500,18900
4110,8700,2100,18300,11700
4111,7800,1200,17400,10800
4112,1200,9000,10800,18600
4113,3900,1500,13500,11100
4114,0,6000,9600,15600
4115,900,2100,10500,11700
4116,6000,8400,15600,18000
4117,6000,7200,15600,16800
4118,7800,5400,17400,15000
4119,3000,3000,12600,12600
4120,7500,5400,17100,15000
4121,3900,2400,13500,12000
4122,3900,9600,13500,19200
4123,5700,8700,15300,18300
4124,4200,8100,13800,17700
4125,6000,4800,15600,14400
4126,9300,3900,18900,13500
4127,3900,3600,13500,13200
4128,8700,8400,18300,18000
4129,5100,900,14700,10500
4130,8700,9300,18300,18900
4131,900,2400,10500,12000
4132,4500,4800,14100,14400
4133,7800,2100,17400,11700
4134,4800,2100,14400,11700
4135,900,4200,10500,13800
4136,3900,4500,13500,14100
4137,4200,9300,13800,18900
4138,9300,5400,18900,15000
4139,900,0,10500,9600
4140,8400,1200,18000,10800
4141,5700,4800,15300,14400
4142,9300,1500,18900,11100
4143,6600,6900,16200,16500
4144,0,3600,9600,13200
4145,4800,6300,14400,15900
4146,2700,5100,12300,14700
4147,9600,3300,19200,12900
4148,7200,6000,16800,15600
4149,5100,8700,14700,18300
4150,2400,5100,12000,14700
4151,6900,1200,16500,10800
4152,4800,0,14400,9600
4153,9600,5100,19200,14700
4154,1500,6300,11100,15900
4155,9000,9300,18600,18900
4156,6000,6900,15600,16500
4157,3300,7800,12900,17400
4158,1500,5700,11100,15300
4159,9300,3900,18900,13500
4160,6600,7200,16200,16800
4161,5100,2700,14700,12300
4162,8100,3000,17700,12600
4163,4200,5700,13800,15300
4164,0,7500,9600,17100
4165,8100,9300,17700,18900
4166,6000,4800,15600,14400
4167,9300,4800,18900,14400
4168,0,5100,9600,14700
4169,9600,6300,19200,15900
4170,6300,1200,15900,10800
4171,5400,600,15000,10200
4172,4200,3900,13800,13500
4173,2400,8100,12000,17700
4174,5400,2100,15000,11700
4175,0,5700,9600,15300
4176,2100,9300,11700,18900
4177,2100,1500,11700,11100
4178,6600,9300,16200,18900
4179,3900,5700,13500,15300
4180,9600,5400,19200,15000
4181,1200,2700,10800,12300
4182,600,3300,10200,12900
4183,0,9600,9600,19200
4184,0,4200,9600,13800
4185,600,5400,10200,15000
4186,4800,6600,14400,16200
4187,0,6900,9600,16500
4188,2100,1500,11700,11100
4189,5700,6600,15300,16200
4190,5700,8700,15300,18300
4191,3300,6600,12900,16200
4192,1800,8700,11400,18300
4193,9000,6600,18600,16200
4194,5100,0,14700,9600
4195,3900,4500,13500,14100
4196,6000,1800,15600,11400
4197,6000,9300,15600,18900
4198,5400,8400,15000,18000
4199,9600,4500,19200,14100
4200,1200,1200,10800,10800
4201,1800,5100,11400,14700
4202,8700,0,18300,9600
4203,8400,900,18000,10500
4204,7800,4800,17400,14400
4205,300,3300,9900,12900
4206,7800,1800,17400,11400
4207,5400,2700,15000,12300
4208,9000,6000,18600,15600
4209,3600,5100,13200,14700
4210,7500,3600,17100,13200
4211,2700,6300,12300,15900
4212,1200,5100,10800,14700
4213,9600,2700,19200,12300
4214,3600,8700,13200,18300
4215,0,3900,9600,13500
4216,0,4800,9600,14400
4217,1800,8400,11400,18000
4218,8100,5700,17700,15300
4219,4800,6600,14400,16200
4220,1500,8100,11100,17700
4221,7500,3300,17100,12900
4222,6900,9000,16500,18600
4223,4200,7200,13800,16800
4224,9600,3600,19200,13200
4225,9300,7800,18900,17400
4226,3300,2700,12900,12300
4227,5700,6900,15300,16500
4228,600,4200,10200,13800
4229,6900,4800,16500,14400
4230,9300,9300,18900,18900
4231,7500,9600,17100,19200
4232,3000,0,12600,9600
4233,1500,5700,11100,15300
4234,0,6300,9600,15900
4235,5400,6300,15000,15900
4236,2400,6900,12000,16500
4237,4200,4500,13800,14100
4238,6000,1200,15600,10800
4239,3600,2700,13200,12300
4240,4500,3000,14100,12600
4241,2700,1800,12300,11400
4242,6300,3300,15900,12900
4243,2100,4200,11700,13800
4244,4200,3600,13800,13200
4245,7200,7500,16800,17100
4246,7200,5700,16800,15300
4247,9600,7500,19200,17100
4248,7800,4200,17400,13800
4249,1800,3300,11400,12900
4250,8100,6000,17700,15600
4251,8700,6300,18300,15900
4252,3600,600,13200,10200
4253,6300,600,15900,10200
4254,1800,4800,11400,14400
4255,6900,9600,16500,19200
4256,1500,6300,11100,15900
4257,5400,2100,15000,11700
4258,300,6900,9900,16500
4259,3600,900,13200,10500
4260,6900,1200,16500,10800
4261,9000,6300,18600,15900
4262,9000,2700,18600,12300
4263,8400,3600,18000,13200
4264,4200,7200,13800,16800
4265,6300,3300,15900,12900
4266,3900,2700,13500,12300
4267,600,0,10200,9600
4268,3900,0,13500,9600
4269,600,5100,10200,14700
4270,1200,8400,10800,18000
4271,600,1500,10200,11100
4272,4800,8100,14400,17700
4273,0,9300,9600,18900
4274,1200,1500,10800,11100
4275,3600,9300,13200,18900
4276,7800,600,17400,10200
4277,3300,1800,12900,11400
4278,8700,600,18300,10200
4279,300,2100,9900,11700
4280,3300,7800,12900,17400
4281,3600,5400,13200,15000
4282,8100,6300,17700,15900
4283,4500,6900,14100,16500
4284,8700,3900,18300,13500
4285,3900,8400,13500,18000
4286,9000,4800,18600,14400
4287,9600,4500,19200,14100
4288,3000,8700,12600,18300
4289,9600,2100,19200,11700
4290,6000,7800,15600,17400
4291,7500,8100,17100,17700
4292,9600,6600,19200,16200
4293,9000,2100,18600,11700
4294,2400,8700,12000,18300
4295,5100,6000,14700,15600
4296,8400,1500,18000,11100
4297,3900,3600,13500,13200
4298,0,1500,9600,11100
4299,7500,1800,17100,11400
4300,600,2700,10200,12300
4301,6900,5100,16500,14700
4302,900,1200,10500,10800
4303,3000,3600,12600,13200
4304,4500,4200,14100,13800
4305,6000,6900,15600,16500
4306,1200,3600,10800,13200
4307,8400,6300,18000,15900
4308,7500,9600,17100,19200
4309,1200,900,10800,10500
4310,7800,6600,17400,16200
4311,3600,900,13200,10500
4312,1500,9300,11100,18900
4313,7200,4800,16800,14400
4314,6600,9600,16200,19200
4315,8700,600,18300,10200
4316,5700,5700,15300,15300
4317,6300,5100,15900,14700
4318,1800,600,11400,10200
4319,4800,2700,14400,12300
4320,3600,1800,13200,11400
4321,8700,2100,18300,11700
4322,1800,6300,11400,15900
4323,5100,2700,14700,12300
4324,8400,7200,18000,16800
4325,900,5100,10500,14700
4326,8700,6300,18300,15900
4327,5100,6900,14700,16500
4328,7800,0,17400,9600
4329,3000,1800,12600,11400
4330,3900,9000,13500,18600
4331,2100,4500,11700,14100
4332,9300,5700,18900,15300
4333,5400,5700,15000,15300
4334,6000,6600,15600,16200
4335,5400,7500,15000,17100
4336,7800,4200,17400,13800
4337,5700,4500,15300,14100
4338,9300,7500,18900,17100
4339,1500,7500,11100,17100
4340,1500,8700,11100,18300
4341,1800,6900,11400,16500
4342,600,0,10200,9600
4343,2400,3900,12000,13500
4344,5400,1800,15000,11400
4345,2100,1500,11700,11100
4346,900,600,10500,10200
4347,4200,8100,13800,17700
4348,4200,1200,13800,10800
4349,300,9000,9900,18600
4350,5700,7500,15300,17100
4351,5400,2400,15000,12000
4352,8400,2400,18000,12000
4353,900,9000,10500,18600
4354,2100,5700,11700,15300
4355,9600,5400,19200,15000
4356,300,0,9900,9600
4357,8100,2400,17700,12000
4358,8400,7200,18000,16800
4359,9000,1800,18600,11400
4360,5100,9600,14700,19200
4361,9000,300,18600,9900
4362,6300,1200,15900,10800
4363,5100,2100,14700,11700
4364,900,1800,10500,11400
4365,5400,7800,15000,17400
4366,9000,9300,18600,18900
4367,8700,600,18300,10200
4368,1800,2100,11400,11700
4369,5400,8400,15000,18000
4370,1200,1200,10800,10800
4371,900,2700,10500,12300
4372,9000,4500,18600,14100
4373,8400,9600,18000,19200
4374,4200,9300,13800,18900
4375,6600,8700,16200,18300
4376,6600,300,16200,9900
4377,4500,4200,14100,13800
4378,2100,2100,11700,11700
4379,3300,8700,12900,18300
4380,1500,3300,11100,12900
4381,4200,5700,13800,15300
4382,9600,1800,19200,11400
4383,4800,600,14400,10200
4384,7500,4200,17100,13800
4385,9600,1200,19200,10800
4386,3000,5700,12600,15300
4387,5400,0,15000,9600
4388,6000,8100,15600,17700
4389,0,300,9600,9900
4390,2400,5100,12000,14700
4391,3300,5400,12900,15000
4392,2700,3000,12300,12600
4393,8100,2100,17700,11700
4394,2700,6000,12300,15600
4395,900,6900,10500,16500
4396,7800,600,17400,10200
4397,1500,3600,11100,13200
4398,1800,6000,11400,15600
4399,9600,900,19200,10500
4400,8400,5100,18000,14700
4401,3000,1800,12600,11400
4402,5700,4800,15300,14400
4403,3900,1800,13500,11400
4404,8700,9600,18300,19200
4405,4500,2100,14100,11700
4406,2700,9000,12300,18600
4407,3000,3600,12600,13200
4408,5100,7800,14700,17400
4409,1500,900,11100,10500
4410,9600,3600,19200,13200
4411,8700,2100,18300,11700
4412,7500,3900,17100,13500
4413,2400,7800,12000,17400
4414,3900,0,13500,9600
4415,2700,6000,12300,15600
4416,7500,4800,17100,14400
4417,4500,6900,14100,16500
4418,7200,9000,16800,18600
4419,1500,7200,11100,16800
4420,5400,8100,15000,17700
4421,300,7800,9900,17400
4422,3300,1500,12900,11100
4423,3000,4800,12600,14400
4424,3000,2700,12600,12300
4425,5400,8700,15000,18300
4426,0,3300,9600,12900
4427,900,7500,10500,17100
4428,1800,9000,11400,18600
4429,4500,4800,14100,14400
4430,9600,5700,19200,15300
4431,6900,1500,16500,11100
4432,6300,4800,15900,14400
4433,7800,600,17400,10200
4434,8400,2100,18000,11700
4435,7200,300,16800,9900
4436,8700,6000,18300,15600
4437,3600,4200,13200,13800
4438,300,6000,9900,15600
4439,3000,7200,12600,16800
4440,8400,3000,18000,12600
4441,6000,9000,15600,18600
4442,7500,7200,17100,16800
4443,7500,9000,17100,18600
4444,2100,4800,11700,14400
4445,8700,5400,18300,15000
4446,1200,6000,10800,15600
4447,2700,8100,12300,17700
4448,6900,5700,16500,15300
4449,4800,6600,14400,16200
4450,4500,3600,14100,13200
4451,4200,1200,13800,10800
4452,6000,2700,15600,12300
4453,5700,300,15300,9900
4454,6600,7200,16200,16800
4455,6300,4200,15900,13800
4456,1200,5100,10800,14700
4457,7500,8100,17100,17700
4458,9600,9600,19200,19200
4459,9300,3600,18900,13200
4460,6600,9000,16200,18600
4461,9600,9000,19200,18600
4462,6300,7200,15900,16800
4463,2700,7500,12300,17100
4464,900,9000,10500,18600
4465,2400,7800,12000,17400
4466,1500,6600,11100,16200
4467,3600,1500,13200,11100
4468,900,3000,10500,12600
4469,8700,6600,18300,16200
4470,6900,0,16500,9600
4471,300,2700,9900,12300
4472,3900,1800,13500,11400
4473,6900,7200,16500,16800
4474,8700,6300,18300,15900
4475,4200,1500,13800,11100
4476,8400,3600,18000,13200
4477,9300,5100,18900,14700
4478,2100,6900,11700,16500
4479,8700,6900,18300,16500
4480,7800,5700,17400,15300
4481,7500,4200,17100,13800
4482,5700,6300,15300,15900
4483,1200,6000,10800,15600
4484,1800,0,11400,9600
4485,3900,6000,13500,15600
4486,3300,7200,12900,16800
4487,600,5400,10200,15000
4488,0,2100,9600,11700
4489,0,9600,9600,19200
4490,9300,3600,18900,13200
4491,1800,7800,11400,17400
4492,8100,3300,17700,12900
4493,9600,3600,19200,13200
4494,7800,5400,17400,15000
4495,2400,0,12000,9600
4496,1800,1500,11400,11100
4497,3900,6300,13500,15900
4498,300,8400,9900,18000
4499,8400,4500,18000,14100
4500,6300,4200,15900,13800
4501,8400,900,18000,10500
4502,0,1200,9600,10800
4503,6000,5700,15600,15300
4504,1500,0,11100,9600
4505,9300,3300,18900,12900
4506,8400,1500,18000,11100
4507,2100,4800,11700,14400
4508,600,6600,10200,16200
4509,7200,300,16800,9900
4510,6300,1500,15900,11100
4511,600,9300,10200,18900
4512,5700,7200,15300,16800
4513,7500,9000,17100,18600
4514,3600,2400,13200,12000
4515,300,9300,9900,18900
4516,1500,9300,11100,18900
4517,900,9600,10500,19200
4518,300,1200,9900,10800
4519,0,8400,9600,18000
4520,2100,7800,11700,17400
4521,1800,5100,11400,14700
4522,7200,7800,16800,17400
4523,7800,600,17400,10200
4524,0,8700,9600,18300
4525,3600,300,13200,9900
4526,8700,8700,18300,18300
4527,7800,600,17400,10200
4528,6900,7500,16500,17100
4529,5100,3900,14700,13500
4530,4800,9000,14400,18600
4531,2700,8700,12300,18300
4532,1800,1800,11400,11400
4533,3000,5700,12600,15300
4534,2700,8700,12300,18300
4535,7500,1800,17100,11400
4536,2100,3900,11700,13500
4537,6600,2700,16200,12300
4538,2700,300,12300,9900
4539,1200,7800,10800,17400
4540,7500,300,17100,9900
4541,8100,6300,17700,15900
4542,300,4200,9900,13800
4543,5400,3300,15000,12900
4544,5700,0,15300,9600
4545,2700,600,12300,10200
4546,9000,8700,18600,18300
4547,8100,8100,17700,17700
4548,2100,600,11700,10200
4549,8400,7500,18000,17100
4550,3300,9000,12900,18600
4551,6300,6000,15900,15600
4552,3000,6900,12600,16500
4553,6000,9600,15600,19200
4554,7500,3000,17100,12600
4555,7800,600,17400,10200
4556,5100,3300,14700,12900
4557,1200,1500,10800,11100
4558,4800,0,14400,9600
4559,8700,3900,18300,13500
4560,9300,9600,18900,19200
4561,4200,5700,13800,15300
4562,9000,600,18600,10200
4563,3900,900,13500,10500
4564,8100,6300,17700,15900
4565,5100,2400,14700,12000
4566,600,7500,10200,17100
4567,6000,1200,15600,10800
4568,4500,7500,14100,17100
4569,3600,3900,13200,13500
4570,8400,4800,18000,14400
4571,1800,4200,11400,13800
4572,3900,9300,13500,18900
4573,600,1200,10200,10800
4574,9600,3600,19200,13200
4575,3300,4500,12900,14100
4576,3900,1500,13500,11100
4577,900,8400,10500,18000
4578,8700,8100,18300,17700
4579,9000,3600,18600,13200
4580,5700,4200,15300,13800
4581,7200,1800,16800,11400
4582,0,9600,9600,19200
4583,5400,4200,15000,13800
4584,900,2700,10500,12300
4585,5400,1200,15000,10800
4586,5100,8700,14700,18300
4587,8400,1800,18000,11400
4588,9600,2700,19200,12300
4589,6600,5400,16200,15000
4590,7800,600,17400,10200
4591,9300,4200,18900,13800
4592,1200,4200,10800,13800
4593,5100,1500,14700,11100
4594,7500,7500,17100,17100
4595,3300,7200,12900,16800
4596,1200,1800,10800,11400
4597,7800,6300,17400,15900
4598,300,2700,9900,12300
4599,9000,2400,18600,12000
4600,4800,4800,14400,14400
4601,2700,0,12300,9600
4602,5100,6300,14700,15900
4603,2100,2400,11700,12000
4604,6000,0,15600,9600
4605,7500,8100,17100,17700
4606,6300,1800,15900,11400
4607,6000,3300,15600,12900
4608,6900,3000,16500,12600
4609,300,8400,9900,18000
4610,1500,4200,11100,13800
4611,300,3300,9900,12900
4612,5400,3900,15000,13500
4613,2700,7800,12300,17400
4614,900,6600,10500,16200
4615,0,2100,9600,11700
4616,1800,4200,11400,13800
4617,4200,5400,13800,15000
4618,8700,7800,18300,17400
4619,8700,6900,18300,16500
4620,6300,7500,15900,17100
4621,1500,3900,11100,13500
4622,6300,3600,15900,13200
4623,900,2400,10500,12000
4624,2100,9600,11700,19200
4625,8700,7200,18300,16800
4626,3600,6000,13200,15600
4627,300,9000,9900,18600
4628,1200,9600,10800,19200
4629,4200,1200,13800,10800
4630,5700,3900,15300,13500
4631,1800,6900,11400,16500
4632,7200,9300,16800,18900
4633,600,5100,10200,14700
4634,8700,7800,18300,17400
4635,6600,8700,16200,18300
4636,5100,0,14700,9600
4637,8700,600,18300,10200
4638,0,4500,9600,14100
4639,300,3000,9900,12600
4640,7800,7200,17400,16800
4641,9000,5700,18600,15300
4642,6600,6000,16200,15600
4643,7500,3300,17100,12900
4644,1800,2700,11400,12300
4645,1500,3900,11100,13500
4646,9300,8100,18900,17700
4647,8700,5700,18300,15300
4648,9600,1500,19200,11100
4649,4200,5100,13800,14700
4650,3300,0,12900,9600
4651,3900,2700,13500,12300
4652,1200,6300,10800,15900
4653,1500,1500,11100,11100
4654,3300,2700,12900,12300
4655,5100,2400,14700,12000
4656,3300,0,12900,9600
4657,4800,3600,14400,13200
4658,7200,1800,16800,11400
4659,9300,3000,18900,12600
4660,1800,9600,11400,19200
4661,6600,8400,16200,18000
4662,7800,0,17400,9600
4663,6600,6900,16200,16500
4664,0,6600,9600,16200
4665,4500,9000,14100,18600
4666,8100,1500,17700,11100
4667,2400,4200,12000,13800
4668,300,9000,9900,18600
4669,300,7200,9900,16800
4670,7200,9300,16800,18900
4671,7200,2700,16800,12300
4672,3000,1800,12600,11400
4673,4500,3900,14100,13500
4674,6900,4200,16500,13800
4675,900,9600,10500,19200
4676,2100,9600,11700,19200
4677,8100,6600,17700,16200
4678,1500,5100,11100,14700
4679,2700,1200,12300,10800
4680,2700,5700,12300,15300
4681,2400,3000,12000,12600
4682,9600,5100,19200,14700
4683,6000,8400,15600,18000
4684,300,300,9900,9900
4685,7500,8400,17100,18000
4686,9300,3300,18900,12900
4687,3300,9300,12900,18900
4688,600,9000,10200,18600
4689,6000,9000,15600,18600
4690,8700,1500,18300,11100
4691,1800,3600,11400,13200
4692,1200,300,10800,9900
4693,4200,6600,13800,16200
4694,4200,5700,13800,15300
4695,3900,2700,13500,12300
4696,1800,2100,11400,11700
4697,4200,4800,13800,14400
4698,2700,7500,12300,17100
4699,2400,900,12000,10500
4700,1200,1500,10800,11100
4701,1800,6000,11400,15600
4702,6000,3000,15600,12600
4703,9600,4200,19200,13800
4704,3900,3900,13500,13500
4705,6300,9300,15900,18900
4706,2700,4500,12300,14100
4707,600,3000,10200,12600
4708,6600,900,16200,10500
4709,9300,5700,18900,15300
4710,7800,5700,17400,15300
4711,9600,2700,19200,12300
4712,8100,4200,17700,13800
4713,5400,3000,15000,12600
4714,6600,7500,16200,17100
4715,1500,1500,11100,11100
4716,9300,5100,18900,14700
4717,8400,7500,18000,17100
4718,3000,6900,12600,16500
4719,8400,2700,18000,12300
4720,4800,1800,14400,11400
4721,2700,4200,12300,13800
4722,6000,600,15600,10200
4723,3900,6900,13500,16500
4724,3900,9600,13500,19200
4725,0,6900,9600,16500
4726,1200,6300,10800,15900
4727,5100,6000,14700,15600
4728,2700,2400,12300,12000
4729,2100,1800,11700,11400
4730,1800,3900,11400,13500
4731,6900,8700,16500,18300
4732,1200,5700,10800,15300
4733,5700,8700,15300,18300
4734,900,300,10500,9900
4735,6000,7500,15600,17100
4736,1200,0,10800,9600
4737,2700,2100,12300,11700
4738,2700,3600,12300,13200
4739,600,5700,10200,15300
4740,3600,2400,13200,12000
4741,5100,3000,14700,12600
4742,5700,2700,15300,12300
4743,3000,3300,12600,12900
4744,8700,3900,18300,13500
4745,9300,300,18900,9900
4746,300,6300,9900,15900
4747,7200,6000,16800,15600
4748,2400,900,12000,10500
4749,1200,3600,10800,13200
4750,5700,6900,15300,16500
4751,2400,9600,12000,19200
4752,3000,4800,12600,14400
4753,3600,7800,13200,17400
4754,5400,8700,15000,18300
4755,2400,8400,12000,18000
4756,7800,9600,17400,19200
4757,9300,9000,18900,18600
4758,7800,7200,17400,16800
4759,2400,3900,12000,13500
4760,4200,7500,13800,17100
4761,8400,2100,18000,11700
4762,2100,5100,11700,14700
4763,7500,600,17100,10200
4764,2400,3300,12000,12900
4765,5700,8700,15300,18300
4766,1500,7500,11100,17100
4767,4200,8100,13800,17700
4768,1800,9000,11400,18600
4769,4800,6000,14400,15600
4770,8100,300,17700,9900
4771,9300,7500,18900,17100
4772,1800,6900,11400,16500
4773,1200,2400,10800,12000
4774,900,300,10500,9900
4775,900,8400,10500,18000
4776,2400,6600,12000,16200
4777,0,8400,9600,18000
4778,7200,6000,16800,15600
4779,3300,1500,12900,11100
4780,9600,8100,19200,17700
4781,3300,1800,12900,11400
4782,8700,1500,18300,11100
4783,300,8700,9900,18300
4784,4200,5700,13800,15300
4785,3900,900,13500,10500
4786,0,600,9600,10200
4787,5700,9000,15300,18600
4788,900,0,10500,9600
4789,6300,1200,15900,10800
4790,4200,8100,13800,17700
4791,7800,1200,17400,10800
4792,7500,4500,17100,14100
4793,3300,5100,12900,14700
4794,3000,5700,12600,15300
4795,9300,7500,18900,17100
4796,9300,1800,18900,11400
4797,6300,7500,15900,17100
4798,4500,4800,14100,14400
4799,7800,300,17400,9900
